learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.147705078,0.23248291,0.520843506,N/A,No Rating Submission
1,4,1,0.238,0.877,0.163,0.829284668,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.399078369,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.096374512,0.368591309,0.620147705,N/A,No Rating Submission
2,8,0,0.201,0.881,0.16,0.574554443,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.334899902,N/A,N/A,N/A,No Recommendation Request
2,8,2,0.201,0.881,0.16,0.274902344,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.147613525,0.234313965,0.589447021,N/A,No Rating Submission
2,8,4,0.201,0.881,0.16,0.698883057,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.156524658,0.78604126,0.379119873,N/A,No Rating Submission
2,8,6,0.201,0.881,0.16,0.403533936,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.429840088,N/A,N/A,N/A,No Recommendation Request
3,10,0,0.215,0.875,0.15,0.018859863,0.096435547,0.666168213,N/A,No Rating Submission
3,10,1,0.215,0.875,0.15,0.593688965,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.974212646,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.93560791,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.597076416,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.013275146,0.735168457,0.009002686,3,
3,10,6,0.215,0.875,0.15,0.570526123,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.91784668,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.392852783,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.282867432,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.600219727,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.63458252,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.190063477,0.882781982,N/A,N/A,No Recommendation Follow
4,13,3,0.229,0.865,0.154,0.362670898,N/A,N/A,N/A,No Recommendation Request
4,13,4,0.229,0.865,0.154,0.050445557,0.910308838,N/A,N/A,No Recommendation Follow
4,13,5,0.229,0.865,0.154,0.406829834,N/A,N/A,N/A,No Recommendation Request
4,13,6,0.229,0.865,0.154,0.266418457,N/A,N/A,N/A,No Recommendation Request
4,13,7,0.229,0.865,0.154,0.216888428,0.237976074,0.117004395,4,
4,13,8,0.229,0.865,0.154,0.80166626,N/A,N/A,N/A,No Recommendation Request
4,13,9,0.229,0.865,0.154,0.59967041,N/A,N/A,N/A,No Recommendation Request
4,13,10,0.229,0.865,0.154,0.994293213,N/A,N/A,N/A,No Recommendation Request
4,13,11,0.229,0.865,0.154,0.759460449,N/A,N/A,N/A,No Recommendation Request
4,13,12,0.229,0.865,0.154,0.502319336,N/A,N/A,N/A,No Recommendation Request
5,9,0,0.22,0.871,0.172,0.857513428,N/A,N/A,N/A,No Recommendation Request
5,9,1,0.22,0.871,0.172,0.489379883,N/A,N/A,N/A,No Recommendation Request
5,9,2,0.22,0.871,0.172,0.735656738,N/A,N/A,N/A,No Recommendation Request
5,9,3,0.22,0.871,0.172,0.66619873,N/A,N/A,N/A,No Recommendation Request
5,9,4,0.22,0.871,0.172,0.549530029,N/A,N/A,N/A,No Recommendation Request
5,9,5,0.22,0.871,0.172,0.477386475,N/A,N/A,N/A,No Recommendation Request
5,9,6,0.22,0.871,0.172,0.752502441,N/A,N/A,N/A,No Recommendation Request
5,9,7,0.22,0.871,0.172,0.534515381,N/A,N/A,N/A,No Recommendation Request
5,9,8,0.22,0.871,0.172,0.288513184,N/A,N/A,N/A,No Recommendation Request
6,19,0,0.22,0.863,0.181,0.860290527,N/A,N/A,N/A,No Recommendation Request
6,19,1,0.22,0.863,0.181,0.211761475,0.663452148,0.843658447,N/A,No Rating Submission
6,19,2,0.22,0.863,0.181,0.554992676,N/A,N/A,N/A,No Recommendation Request
6,19,3,0.22,0.863,0.181,0.736175537,N/A,N/A,N/A,No Recommendation Request
6,19,4,0.22,0.863,0.181,0.658813477,N/A,N/A,N/A,No Recommendation Request
6,19,5,0.22,0.863,0.181,0.198272705,0.149902344,0.678985596,N/A,No Rating Submission
6,19,6,0.22,0.863,0.181,0.914886475,N/A,N/A,N/A,No Recommendation Request
6,19,7,0.22,0.863,0.181,0.762237549,N/A,N/A,N/A,No Recommendation Request
6,19,8,0.22,0.863,0.181,0.178894043,0.861694336,0.755584717,N/A,No Rating Submission
6,19,9,0.22,0.863,0.181,0.0730896,0.039550781,0.718231201,N/A,No Rating Submission
6,19,10,0.22,0.863,0.181,0.412719727,N/A,N/A,N/A,No Recommendation Request
6,19,11,0.22,0.863,0.181,0.358337402,N/A,N/A,N/A,No Recommendation Request
6,19,12,0.22,0.863,0.181,0.132202148,0.758087158,0.046478271,0,
6,19,13,0.22,0.863,0.181,0.454467773,N/A,N/A,N/A,No Recommendation Request
6,19,14,0.22,0.863,0.181,0.875976563,N/A,N/A,N/A,No Recommendation Request
6,19,15,0.22,0.863,0.181,0.614318848,N/A,N/A,N/A,No Recommendation Request
6,19,16,0.22,0.863,0.181,0.061706543,0.094573975,0.120025635,0,
6,19,17,0.22,0.863,0.181,0.172576904,0.687194824,0.167572021,3,
6,19,18,0.22,0.863,0.181,0.258483887,N/A,N/A,N/A,No Recommendation Request
7,8,0,0.209,0.866,0.153,0.523010254,N/A,N/A,N/A,No Recommendation Request
7,8,1,0.209,0.866,0.153,0.596923828,N/A,N/A,N/A,No Recommendation Request
7,8,2,0.209,0.866,0.153,0.028198242,0.620147705,0.361755371,N/A,No Rating Submission
7,8,3,0.209,0.866,0.153,0.022674561,0.927124023,N/A,N/A,No Recommendation Follow
7,8,4,0.209,0.866,0.153,0.657287598,N/A,N/A,N/A,No Recommendation Request
7,8,5,0.209,0.866,0.153,0.898254395,N/A,N/A,N/A,No Recommendation Request
7,8,6,0.209,0.866,0.153,0.58972168,N/A,N/A,N/A,No Recommendation Request
7,8,7,0.209,0.866,0.153,0.602294922,N/A,N/A,N/A,No Recommendation Request
8,10,0,0.223,0.887,0.165,0.171905518,0.574890137,0.091827393,4,
8,10,1,0.223,0.887,0.165,0.490509033,N/A,N/A,N/A,No Recommendation Request
8,10,2,0.223,0.887,0.165,0.416717529,N/A,N/A,N/A,No Recommendation Request
8,10,3,0.223,0.887,0.165,0.640777588,N/A,N/A,N/A,No Recommendation Request
8,10,4,0.223,0.887,0.165,0.122497559,0.329925537,0.318237305,N/A,No Rating Submission
8,10,5,0.223,0.887,0.165,0.325531006,N/A,N/A,N/A,No Recommendation Request
