learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,2,0.238,0.877,0.163,0.302582,0
1,4,3,0.238,0.877,0.163,0.075989,1
3,10,7,0.215,0.875,0.15,0.932556,0
4,13,0,0.229,0.865,0.154,0.40802,0
4,13,3,0.229,0.865,0.154,0.79538,1
4,13,9,0.229,0.865,0.154,0.540558,2
5,9,0,0.22,0.871,0.172,0.884949,3
5,9,3,0.22,0.871,0.172,0.908264,2
5,9,5,0.22,0.871,0.172,0.111237,7
6,19,2,0.22,0.863,0.181,0.271729,2
6,19,8,0.22,0.863,0.181,0.575226,6
6,19,11,0.22,0.863,0.181,0.360657,1
7,8,0,0.209,0.866,0.153,0.121338,2
7,8,5,0.209,0.866,0.153,0.048798,6
8,10,8,0.223,0.887,0.165,0.010132,2
9,13,2,0.199,0.871,0.156,0.25943,2
9,13,9,0.199,0.871,0.156,0.90564,6
9,13,11,0.199,0.871,0.156,0.350494,1
10,7,6,0.2,0.876,0.158,0.147247,2
12,19,0,0.221,0.877,0.142,0.280487,2
12,19,2,0.221,0.877,0.142,0.877625,1
12,19,12,0.221,0.877,0.142,0.520721,3
12,19,14,0.221,0.877,0.142,0.56366,9
12,19,17,0.221,0.877,0.142,0.771423,8
14,7,0,0.219,0.871,0.161,0.065247,2
14,7,5,0.219,0.871,0.161,0.435516,0
15,15,4,0.218,0.879,0.17,0.696075,0
15,15,8,0.218,0.879,0.17,0.180206,4
17,16,2,0.22,0.885,0.159,0.485413,0
17,16,11,0.22,0.885,0.159,0.028259,4
18,10,9,0.213,0.871,0.173,0.039429,0
20,16,0,0.203,0.875,0.159,0.687592,0
20,16,1,0.203,0.875,0.159,0.347656,4
20,16,2,0.203,0.875,0.159,0.782471,2
20,16,3,0.203,0.875,0.159,0.130371,8
20,16,5,0.203,0.875,0.159,0.207367,9
20,16,11,0.203,0.875,0.159,0.907257,1
20,16,13,0.203,0.875,0.159,0.328094,3
21,6,0,0.224,0.868,0.161,0.102875,0
21,6,3,0.224,0.868,0.161,0.143463,4
21,6,4,0.224,0.868,0.161,0.286102,2
22,11,0,0.213,0.886,0.179,0.573639,3
22,11,2,0.213,0.886,0.179,0.629669,2
22,11,6,0.213,0.886,0.179,0.134186,1
24,12,0,0.204,0.882,0.181,0.60199,3
24,12,9,0.204,0.882,0.181,0.060944,7
25,15,2,0.222,0.878,0.162,0.525299,7
25,15,4,0.222,0.878,0.162,0.091705,2
25,15,8,0.222,0.878,0.162,0.144867,5
25,15,13,0.222,0.878,0.162,0.185852,8
25,15,14,0.222,0.878,0.162,0.289307,3
26,20,5,0.21,0.877,0.164,0.559814,7
26,20,9,0.21,0.877,0.164,0.756378,2
26,20,10,0.21,0.877,0.164,0.917511,8
