learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.916962
1,4,1,0.238,0.877,0.163,0.564178
1,4,2,0.238,0.877,0.163,0.378235
1,4,3,0.238,0.877,0.163,0.524139
2,8,0,0.201,0.881,0.16,0.037323
2,8,0,0.201,0.881,0.16,0.735077
2,8,0,0.201,0.881,0.16,0.488953
2,8,1,0.201,0.881,0.16,0.273712
2,8,2,0.201,0.881,0.16,0.496094
2,8,3,0.201,0.881,0.16,0.918365
2,8,4,0.201,0.881,0.16,0.774902
2,8,5,0.201,0.881,0.16,0.068024
2,8,5,0.201,0.881,0.16,0.157867
2,8,5,0.201,0.881,0.16,0.602386
2,8,6,0.201,0.881,0.16,0.664978
2,8,7,0.201,0.881,0.16,0.146454
2,8,7,0.201,0.881,0.16,0.064148
2,8,7,0.201,0.881,0.16,0.87616
3,10,0,0.215,0.875,0.15,0.708313
3,10,1,0.215,0.875,0.15,0.7948
3,10,2,0.215,0.875,0.15,0.543549
3,10,3,0.215,0.875,0.15,0.619598
3,10,4,0.215,0.875,0.15,0.388977
3,10,5,0.215,0.875,0.15,0.574524
3,10,6,0.215,0.875,0.15,0.413452
3,10,7,0.215,0.875,0.15,0.068634
3,10,7,0.215,0.875,0.15,0.368469
3,10,7,0.215,0.875,0.15,0.950104
3,10,8,0.215,0.875,0.15,0.681976
3,10,9,0.215,0.875,0.15,0.888214
4,13,0,0.229,0.865,0.154,0.4086
4,13,1,0.229,0.865,0.154,0.446991
4,13,2,0.229,0.865,0.154,0.820953
4,13,3,0.229,0.865,0.154,0.788391
4,13,4,0.229,0.865,0.154,0.466309
4,13,5,0.229,0.865,0.154,0.269348
4,13,6,0.229,0.865,0.154,0.87262
4,13,7,0.229,0.865,0.154,0.390228
4,13,8,0.229,0.865,0.154,0.521881
4,13,9,0.229,0.865,0.154,0.088318
4,13,9,0.229,0.865,0.154,0.42572
4,13,9,0.229,0.865,0.154,0.945953
4,13,10,0.229,0.865,0.154,0.273071
4,13,11,0.229,0.865,0.154,0.575684
4,13,12,0.229,0.865,0.154,0.932007
5,9,0,0.22,0.871,0.172,0.285217
5,9,1,0.22,0.871,0.172,0.69931
5,9,2,0.22,0.871,0.172,0.586884
5,9,3,0.22,0.871,0.172,0.90976
5,9,4,0.22,0.871,0.172,0.176239
5,9,4,0.22,0.871,0.172,0.297546
5,9,4,0.22,0.871,0.172,0.200104
5,9,5,0.22,0.871,0.172,0.472778
5,9,6,0.22,0.871,0.172,0.445465
5,9,7,0.22,0.871,0.172,0.502258
5,9,8,0.22,0.871,0.172,0.838257
6,19,0,0.22,0.863,0.181,0.999329
6,19,1,0.22,0.863,0.181,0.194885
6,19,1,0.22,0.863,0.181,0.351685
6,19,1,0.22,0.863,0.181,0.226288
6,19,2,0.22,0.863,0.181,0.250885
6,19,3,0.22,0.863,0.181,0.543823
6,19,4,0.22,0.863,0.181,0.393036
6,19,5,0.22,0.863,0.181,0.192322
6,19,5,0.22,0.863,0.181,0.264648
6,19,5,0.22,0.863,0.181,0.557281
6,19,6,0.22,0.863,0.181,0.19101
6,19,6,0.22,0.863,0.181,0.922943
6,19,7,0.22,0.863,0.181,0.941559
6,19,8,0.22,0.863,0.181,0.621582
6,19,9,0.22,0.863,0.181,0.525299
6,19,10,0.22,0.863,0.181,0.309906
6,19,11,0.22,0.863,0.181,0.464966
6,19,12,0.22,0.863,0.181,0.349731
6,19,13,0.22,0.863,0.181,0.317078
6,19,14,0.22,0.863,0.181,0.343414
6,19,15,0.22,0.863,0.181,0.435547
6,19,16,0.22,0.863,0.181,0.186646
6,19,16,0.22,0.863,0.181,0.207825
6,19,16,0.22,0.863,0.181,0.695465
6,19,17,0.22,0.863,0.181,0.84137
6,19,18,0.22,0.863,0.181,0.460632
7,8,0,0.209,0.866,0.153,0.48941
7,8,1,0.209,0.866,0.153,0.781952
7,8,2,0.209,0.866,0.153,0.656281
7,8,3,0.209,0.866,0.153,0.042786
7,8,3,0.209,0.866,0.153,0.063721
7,8,3,0.209,0.866,0.153,0.063843
7,8,3,0.209,0.866,0.153,0.47757
7,8,4,0.209,0.866,0.153,0.792328
7,8,5,0.209,0.866,0.153,0.147125
7,8,5,0.209,0.866,0.153,0.570343
7,8,5,0.209,0.866,0.153,0.999359
7,8,6,0.209,0.866,0.153,0.844788
7,8,7,0.209,0.866,0.153,0.09726
7,8,7,0.209,0.866,0.153,0.143707
7,8,7,0.209,0.866,0.153,0.08371
7,8,7,0.209,0.866,0.153,0.280853
8,10,0,0.223,0.887,0.165,0.92038
8,10,1,0.223,0.887,0.165,0.793732
8,10,2,0.223,0.887,0.165,0.289795
8,10,3,0.223,0.887,0.165,0.474609
8,10,4,0.223,0.887,0.165,0.641968
8,10,5,0.223,0.887,0.165,0.842041
