learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.14730835,0.944061279,N/A,N/A,No Recommendation Follow
1,4,1,0.238,0.877,0.163,0.183013916,0.352355957,0.568786621,N/A,No Rating Submission
1,4,2,0.238,0.877,0.163,0.158599854,0.072784424,0.394805908,N/A,No Rating Submission
1,4,3,0.238,0.877,0.163,0.589202881,N/A,N/A,N/A,No Recommendation Request
2,8,0,0.201,0.881,0.16,0.679718018,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.215301514,N/A,N/A,N/A,No Recommendation Request
2,8,2,0.201,0.881,0.16,0.472747803,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.672454834,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.477020264,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.532470703,N/A,N/A,N/A,No Recommendation Request
2,8,6,0.201,0.881,0.16,0.255126953,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.97668457,N/A,N/A,N/A,No Recommendation Request
3,10,0,0.215,0.875,0.15,0.870056152,N/A,N/A,N/A,No Recommendation Request
3,10,1,0.215,0.875,0.15,0.340270996,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.554748535,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.782836914,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.691253662,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.282806396,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.798614502,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.78024292,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.699798584,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.22756958,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.30166626,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.801818848,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.417724609,N/A,N/A,N/A,No Recommendation Request
